,date,product
19,2019-02-07 14:17:59,coffee
0,2019-02-07 14:19:33,hot chocolate
13,2019-02-07 14:28:06,coffee
8,2019-02-07 14:37:15,coffee
17,2019-02-07 14:39:09,coffee
22,2019-02-07 14:45:12,coffee
23,2019-02-07 15:05:12,coffee
29,2019-02-07 15:07:47,coffee
21,2019-02-07 15:24:14,coffee
28,2019-02-07 15:38:12,coffee
5,2019-02-07 15:50:06,soda
3,2019-02-07 16:31:48,soda
2,2019-02-07 16:43:21,hot chocolate
6,2019-02-07 17:44:08,soda
8,2019-02-07 18:20:58,soda
2,2019-02-07 18:42:22,soda
12,2019-02-08 08:00:24,coffee
93,2019-02-08 08:00:52,coffee
27,2019-02-08 08:02:48,coffee
146,2019-02-08 08:02:52,coffee
39,2019-02-08 08:06:02,coffee
35,2019-02-08 08:06:42,coffee
130,2019-02-08 08:07:25,coffee
11,2019-02-08 08:22:01,soda
104,2019-02-08 08:24:26,coffee
2,2019-02-08 08:29:17,ice cream
98,2019-02-08 08:32:43,coffee
9,2019-02-08 08:34:07,coffee
85,2019-02-08 08:34:42,coffee
148,2019-02-08 08:35:57,coffee
19,2019-02-08 08:39:55,coffee
105,2019-02-08 08:40:23,coffee
6,2019-02-08 08:43:36,coffee
144,2019-02-08 08:43:58,coffee
78,2019-02-08 08:45:28,coffee
34,2019-02-08 08:55:28,coffee
140,2019-02-08 08:56:35,coffee
137,2019-02-08 09:04:13,coffee
94,2019-02-08 09:05:06,coffee
13,2019-02-08 09:05:10,coffee
117,2019-02-08 09:11:48,coffee
133,2019-02-08 09:13:31,coffee
88,2019-02-08 09:21:30,coffee
10,2019-02-08 09:24:20,hot chocolate
6,2019-02-08 09:30:12,hot chocolate
136,2019-02-08 09:35:51,coffee
11,2019-02-08 09:36:44,coffee
37,2019-02-08 09:47:58,coffee
7,2019-02-08 09:48:36,soda
121,2019-02-08 09:50:07,coffee
53,2019-02-08 09:50:30,coffee
15,2019-02-08 09:50:46,coffee
38,2019-02-08 09:55:59,coffee
5,2019-02-08 09:56:17,soda
30,2019-02-08 09:57:37,coffee
75,2019-02-08 09:58:44,coffee
26,2019-02-08 10:03:15,coffee
15,2019-02-08 10:03:57,soda
69,2019-02-08 10:13:27,coffee
17,2019-02-08 10:13:56,soda
114,2019-02-08 10:14:39,coffee
56,2019-02-08 10:16:10,coffee
32,2019-02-08 10:18:31,coffee
66,2019-02-08 10:19:00,coffee
10,2019-02-08 10:24:19,coffee
31,2019-02-08 10:25:38,coffee
27,2019-02-08 10:26:39,soda
29,2019-02-08 10:33:14,soda
2,2019-02-08 10:35:39,coffee
65,2019-02-08 10:37:26,coffee
112,2019-02-08 10:38:40,coffee
0,2019-02-08 10:42:14,coffee
145,2019-02-08 10:46:09,coffee
89,2019-02-08 10:46:39,coffee
134,2019-02-08 10:52:39,coffee
34,2019-02-08 10:53:32,soda
47,2019-02-08 10:55:59,coffee
7,2019-02-08 10:57:58,hot chocolate
57,2019-02-08 11:05:13,coffee
55,2019-02-08 11:15:08,coffee
2,2019-02-08 11:15:24,soda
128,2019-02-08 11:15:37,coffee
18,2019-02-08 11:18:07,coffee
115,2019-02-08 11:21:04,coffee
58,2019-02-08 11:25:38,coffee
127,2019-02-08 11:31:33,coffee
25,2019-02-08 11:34:06,coffee
25,2019-02-08 11:34:20,soda
5,2019-02-08 11:37:55,hot chocolate
3,2019-02-08 11:45:03,ice cream
67,2019-02-08 11:49:55,coffee
73,2019-02-08 11:49:58,coffee
74,2019-02-08 11:54:23,coffee
90,2019-02-08 12:03:37,coffee
1,2019-02-08 12:04:39,ice cream
87,2019-02-08 12:05:17,coffee
70,2019-02-08 12:14:30,coffee
11,2019-02-08 12:17:18,hot chocolate
0,2019-02-08 12:17:58,hot chocolate
22,2019-02-08 12:21:08,coffee
32,2019-02-08 12:21:59,soda
9,2019-02-08 12:22:23,hot chocolate
1,2019-02-08 12:23:52,hot chocolate
21,2019-02-08 12:24:35,coffee
99,2019-02-08 12:31:23,coffee
91,2019-02-08 12:38:06,coffee
1,2019-02-08 12:38:50,soda
8,2019-02-08 12:38:55,hot chocolate
96,2019-02-08 12:42:38,coffee
143,2019-02-08 12:45:37,coffee
54,2019-02-08 12:55:03,coffee
50,2019-02-08 13:00:40,coffee
100,2019-02-08 13:10:11,coffee
147,2019-02-08 13:10:54,coffee
76,2019-02-08 13:16:09,coffee
6,2019-02-08 13:16:11,soda
95,2019-02-08 13:25:27,coffee
16,2019-02-08 13:33:39,coffee
139,2019-02-08 13:35:21,coffee
118,2019-02-08 13:41:38,coffee
30,2019-02-08 13:44:46,soda
60,2019-02-08 13:48:47,coffee
113,2019-02-08 14:04:20,coffee
135,2019-02-08 14:05:49,coffee
45,2019-02-08 14:05:55,coffee
7,2019-02-08 14:06:10,coffee
28,2019-02-08 14:13:17,coffee
42,2019-02-08 14:16:33,coffee
21,2019-02-08 14:18:03,soda
44,2019-02-08 14:19:16,coffee
61,2019-02-08 14:24:30,coffee
71,2019-02-08 14:29:03,coffee
142,2019-02-08 14:54:01,coffee
68,2019-02-08 14:58:23,coffee
132,2019-02-08 15:03:40,coffee
62,2019-02-08 15:24:21,coffee
14,2019-02-08 15:29:42,soda
77,2019-02-08 15:35:24,coffee
84,2019-02-08 15:35:31,coffee
8,2019-02-08 15:37:07,soda
129,2019-02-08 15:49:12,coffee
8,2019-02-08 15:50:20,coffee
4,2019-02-08 15:54:02,hot chocolate
20,2019-02-08 16:02:44,soda
3,2019-02-08 16:06:06,hot chocolate
12,2019-02-08 16:11:16,soda
0,2019-02-08 16:11:26,ice cream
126,2019-02-08 16:21:04,coffee
48,2019-02-08 16:30:35,coffee
20,2019-02-08 16:33:51,coffee
63,2019-02-08 16:38:00,coffee
102,2019-02-08 16:39:20,coffee
106,2019-02-08 16:53:32,coffee
2,2019-02-08 16:58:51,hot chocolate
33,2019-02-08 17:03:48,soda
5,2019-02-08 17:06:05,ice cream
17,2019-02-08 17:15:44,coffee
9,2019-02-08 17:35:32,soda
3,2019-02-08 17:58:51,soda
124,2019-02-08 18:25:19,coffee
24,2019-02-08 18:32:11,soda
0,2019-02-08 18:39:55,soda
4,2019-02-08 18:52:10,ice cream
4,2019-02-09 08:04:59,coffee
17,2019-02-09 08:09:00,coffee
12,2019-02-09 08:12:30,coffee
8,2019-02-09 08:19:08,coffee
27,2019-02-09 08:20:51,coffee
17,2019-02-09 08:23:20,soda
34,2019-02-09 08:36:55,coffee
44,2019-02-09 08:42:01,coffee
9,2019-02-09 08:50:22,soda
42,2019-02-09 09:03:51,coffee
29,2019-02-09 09:05:03,coffee
14,2019-02-09 09:16:00,hot chocolate
25,2019-02-09 09:30:24,coffee
43,2019-02-09 09:33:40,coffee
0,2019-02-09 09:39:02,coffee
10,2019-02-09 09:41:48,coffee
13,2019-02-09 09:45:14,ice cream
2,2019-02-09 09:47:25,coffee
44,2019-02-09 09:50:19,hot chocolate
19,2019-02-09 09:53:13,coffee
16,2019-02-09 09:55:18,coffee
27,2019-02-09 10:00:40,soda
36,2019-02-09 10:11:57,coffee
0,2019-02-09 10:24:21,hot chocolate
15,2019-02-09 10:24:23,soda
7,2019-02-09 10:26:53,coffee
25,2019-02-09 10:28:01,soda
30,2019-02-09 10:32:13,coffee
33,2019-02-09 10:32:33,hot chocolate
4,2019-02-09 10:42:54,ice cream
8,2019-02-09 11:05:08,hot chocolate
40,2019-02-09 11:09:22,coffee
1,2019-02-09 11:14:15,coffee
16,2019-02-09 11:31:36,soda
41,2019-02-09 11:47:11,coffee
6,2019-02-09 11:49:34,coffee
7,2019-02-09 11:50:37,soda
15,2019-02-09 11:51:59,hot chocolate
20,2019-02-09 11:55:27,ice cream
16,2019-02-09 12:02:05,ice cream
20,2019-02-09 12:05:54,hot chocolate
26,2019-02-09 12:26:14,soda
5,2019-02-09 12:32:59,hot chocolate
22,2019-02-09 12:33:18,coffee
45,2019-02-09 12:44:06,hot chocolate
43,2019-02-09 12:45:44,hot chocolate
21,2019-02-09 12:49:05,hot chocolate
3,2019-02-09 12:52:00,ice cream
6,2019-02-09 12:53:34,ice cream
5,2019-02-09 13:00:17,soda
46,2019-02-09 13:06:25,coffee
10,2019-02-09 13:11:28,soda
32,2019-02-09 13:20:59,hot chocolate
6,2019-02-09 13:22:44,hot chocolate
30,2019-02-09 13:25:14,hot chocolate
11,2019-02-09 13:29:32,soda
11,2019-02-09 13:31:48,ice cream
3,2019-02-09 13:34:44,soda
19,2019-02-09 13:37:16,soda
38,2019-02-09 13:39:44,coffee
37,2019-02-09 13:49:00,hot chocolate
20,2019-02-09 13:56:29,soda
8,2019-02-09 14:03:32,ice cream
18,2019-02-09 14:15:44,coffee
31,2019-02-09 14:17:06,hot chocolate
17,2019-02-09 14:18:34,hot chocolate
36,2019-02-09 14:20:54,hot chocolate
28,2019-02-09 14:24:00,hot chocolate
45,2019-02-09 14:30:36,coffee
8,2019-02-09 14:30:55,soda
11,2019-02-09 14:36:11,hot chocolate
34,2019-02-09 14:39:56,hot chocolate
27,2019-02-09 14:42:20,hot chocolate
3,2019-02-09 14:44:24,coffee
0,2019-02-09 14:45:15,ice cream
28,2019-02-09 14:50:03,soda
4,2019-02-09 14:52:07,hot chocolate
0,2019-02-09 14:56:15,soda
29,2019-02-09 15:00:08,hot chocolate
20,2019-02-09 15:01:19,coffee
15,2019-02-09 15:04:31,ice cream
1,2019-02-09 15:06:16,soda
41,2019-02-09 15:08:04,hot chocolate
14,2019-02-09 15:11:16,ice cream
1,2019-02-09 15:17:44,hot chocolate
18,2019-02-09 15:29:39,hot chocolate
26,2019-02-09 15:35:01,coffee
13,2019-02-09 15:38:09,hot chocolate
16,2019-02-09 15:40:43,hot chocolate
24,2019-02-09 15:40:58,soda
13,2019-02-09 15:48:43,coffee
2,2019-02-09 16:19:48,hot chocolate
19,2019-02-09 16:32:29,hot chocolate
17,2019-02-09 16:34:58,ice cream
24,2019-02-09 16:42:17,hot chocolate
5,2019-02-09 16:49:37,ice cream
29,2019-02-09 16:56:28,soda
3,2019-02-09 17:02:22,hot chocolate
1,2019-02-09 17:05:01,ice cream
26,2019-02-09 17:14:19,hot chocolate
25,2019-02-09 17:19:30,hot chocolate
9,2019-02-09 17:22:48,ice cream
2,2019-02-09 17:25:01,ice cream
6,2019-02-09 17:30:29,soda
23,2019-02-09 17:35:14,soda
7,2019-02-09 17:42:52,ice cream
39,2019-02-09 17:44:57,coffee
35,2019-02-09 17:48:03,hot chocolate
23,2019-02-09 17:49:09,hot chocolate
12,2019-02-09 17:51:04,hot chocolate
18,2019-02-09 17:56:22,ice cream
7,2019-02-09 18:30:39,hot chocolate
42,2019-02-09 18:44:05,hot chocolate
39,2019-02-09 18:46:02,hot chocolate
19,2019-02-09 18:57:09,ice cream
22,2019-02-09 18:59:05,hot chocolate
12,2019-02-10 08:15:07,hot chocolate
15,2019-02-10 08:22:25,coffee
17,2019-02-10 08:44:20,coffee
20,2019-02-10 08:52:25,coffee
4,2019-02-10 09:40:53,hot chocolate
22,2019-02-10 09:42:29,coffee
4,2019-02-10 09:50:50,soda
5,2019-02-10 09:52:07,coffee
21,2019-02-10 10:01:18,coffee
9,2019-02-10 10:12:02,ice cream
5,2019-02-10 10:36:27,ice cream
14,2019-02-10 10:51:09,coffee
0,2019-02-10 11:05:13,coffee
2,2019-02-10 11:07:13,coffee
6,2019-02-10 11:14:47,soda
5,2019-02-10 11:19:41,soda
7,2019-02-10 11:21:24,hot chocolate
11,2019-02-10 11:21:38,coffee
10,2019-02-10 11:37:32,coffee
8,2019-02-10 11:48:59,hot chocolate
13,2019-02-10 11:53:06,coffee
4,2019-02-10 12:12:48,coffee
2,2019-02-10 12:17:33,ice cream
5,2019-02-10 12:40:57,hot chocolate
11,2019-02-10 12:55:17,hot chocolate
6,2019-02-10 13:19:31,hot chocolate
1,2019-02-10 13:26:02,ice cream
3,2019-02-10 13:31:27,hot chocolate
7,2019-02-10 13:33:22,ice cream
12,2019-02-10 13:37:04,soda
19,2019-02-10 13:53:38,coffee
0,2019-02-10 14:13:53,hot chocolate
3,2019-02-10 14:26:28,coffee
18,2019-02-10 14:34:42,coffee
0,2019-02-10 14:37:01,ice cream
19,2019-02-10 14:47:52,hot chocolate
12,2019-02-10 14:49:49,coffee
8,2019-02-10 14:50:10,soda
3,2019-02-10 15:06:39,ice cream
4,2019-02-10 15:09:16,ice cream
18,2019-02-10 15:13:53,hot chocolate
2,2019-02-10 15:23:46,hot chocolate
10,2019-02-10 15:41:57,hot chocolate
9,2019-02-10 16:01:12,hot chocolate
13,2019-02-10 16:08:39,hot chocolate
15,2019-02-10 16:09:52,hot chocolate
17,2019-02-10 16:33:42,hot chocolate
6,2019-02-10 17:14:00,ice cream
14,2019-02-10 17:25:42,hot chocolate
20,2019-02-10 17:40:01,hot chocolate
8,2019-02-10 17:47:12,ice cream
1,2019-02-10 17:56:30,hot chocolate
7,2019-02-10 17:57:18,coffee
21,2019-02-10 18:49:27,hot chocolate
13,2019-02-13 08:07:25,hot chocolate
39,2019-02-13 08:10:34,coffee
111,2019-02-13 08:14:57,coffee
8,2019-02-13 08:15:17,coffee
83,2019-02-13 08:15:32,coffee
45,2019-02-13 08:25:09,coffee
110,2019-02-13 08:25:19,coffee
31,2019-02-13 08:28:46,coffee
174,2019-02-13 08:38:26,coffee
64,2019-02-13 08:41:48,coffee
13,2019-02-13 08:46:50,coffee
46,2019-02-13 08:50:03,coffee
47,2019-02-13 08:51:32,coffee
82,2019-02-13 08:52:39,coffee
35,2019-02-13 08:58:36,coffee
131,2019-02-13 09:07:41,coffee
159,2019-02-13 09:09:07,coffee
155,2019-02-13 09:09:51,coffee
171,2019-02-13 09:12:14,coffee
4,2019-02-13 09:13:12,coffee
21,2019-02-13 09:14:06,soda
6,2019-02-13 09:17:27,coffee
53,2019-02-13 09:19:22,coffee
29,2019-02-13 09:19:57,coffee
56,2019-02-13 09:27:59,coffee
175,2019-02-13 09:30:08,coffee
150,2019-02-13 09:30:35,coffee
95,2019-02-13 09:33:26,coffee
12,2019-02-13 09:37:54,coffee
81,2019-02-13 09:38:29,coffee
63,2019-02-13 09:41:10,coffee
154,2019-02-13 09:41:19,coffee
11,2019-02-13 09:43:30,coffee
59,2019-02-13 09:45:11,coffee
124,2019-02-13 09:45:37,coffee
40,2019-02-13 09:48:05,soda
100,2019-02-13 09:50:45,coffee
19,2019-02-13 09:52:04,coffee
4,2019-02-13 09:53:50,hot chocolate
173,2019-02-13 09:58:05,coffee
14,2019-02-13 09:58:35,coffee
168,2019-02-13 10:01:59,coffee
18,2019-02-13 10:02:23,coffee
132,2019-02-13 10:05:09,coffee
138,2019-02-13 10:21:31,coffee
126,2019-02-13 10:23:40,coffee
92,2019-02-13 10:25:24,coffee
158,2019-02-13 10:26:49,coffee
116,2019-02-13 10:27:37,coffee
1,2019-02-13 10:31:57,coffee
57,2019-02-13 10:32:23,coffee
128,2019-02-13 10:34:01,coffee
134,2019-02-13 10:35:33,coffee
17,2019-02-13 10:38:53,coffee
166,2019-02-13 10:39:10,coffee
0,2019-02-13 10:39:22,soda
30,2019-02-13 10:41:44,coffee
108,2019-02-13 10:43:56,coffee
61,2019-02-13 10:47:30,coffee
181,2019-02-13 10:48:08,coffee
30,2019-02-13 10:52:23,soda
60,2019-02-13 10:54:44,coffee
28,2019-02-13 10:58:18,soda
37,2019-02-13 10:59:03,soda
49,2019-02-13 11:05:24,coffee
36,2019-02-13 11:08:42,coffee
153,2019-02-13 11:09:13,coffee
9,2019-02-13 11:10:51,hot chocolate
52,2019-02-13 11:12:35,coffee
35,2019-02-13 11:14:35,soda
5,2019-02-13 11:19:47,soda
87,2019-02-13 11:25:01,coffee
151,2019-02-13 11:25:08,coffee
165,2019-02-13 11:28:21,coffee
48,2019-02-13 11:28:32,coffee
176,2019-02-13 11:30:53,coffee
123,2019-02-13 11:32:08,coffee
90,2019-02-13 11:32:29,coffee
67,2019-02-13 11:34:41,coffee
37,2019-02-13 11:37:04,coffee
18,2019-02-13 11:39:12,soda
40,2019-02-13 11:41:51,coffee
1,2019-02-13 11:44:40,soda
135,2019-02-13 11:45:44,coffee
86,2019-02-13 11:48:38,coffee
164,2019-02-13 11:48:52,coffee
114,2019-02-13 11:49:11,coffee
148,2019-02-13 11:51:11,coffee
170,2019-02-13 12:19:52,coffee
157,2019-02-13 12:27:08,coffee
19,2019-02-13 12:28:14,soda
2,2019-02-13 12:35:39,hot chocolate
17,2019-02-13 12:36:31,soda
26,2019-02-13 12:36:45,soda
80,2019-02-13 12:37:17,coffee
4,2019-02-13 12:37:39,ice cream
20,2019-02-13 12:39:49,coffee
3,2019-02-13 12:41:26,hot chocolate
101,2019-02-13 12:43:43,coffee
5,2019-02-13 12:43:46,ice cream
31,2019-02-13 12:44:33,soda
15,2019-02-13 12:53:05,coffee
184,2019-02-13 12:53:35,coffee
77,2019-02-13 12:55:48,coffee
113,2019-02-13 13:05:36,coffee
25,2019-02-13 13:19:13,coffee
89,2019-02-13 13:20:15,coffee
11,2019-02-13 13:21:47,hot chocolate
33,2019-02-13 13:24:26,coffee
120,2019-02-13 13:29:42,coffee
28,2019-02-13 13:32:53,coffee
146,2019-02-13 13:33:25,coffee
13,2019-02-13 13:34:03,soda
0,2019-02-13 13:36:26,hot chocolate
16,2019-02-13 13:37:43,soda
140,2019-02-13 13:40:50,coffee
32,2019-02-13 13:47:09,soda
141,2019-02-13 13:58:37,coffee
42,2019-02-13 13:59:46,coffee
72,2019-02-13 14:02:56,coffee
5,2019-02-13 14:06:54,hot chocolate
8,2019-02-13 14:09:50,hot chocolate
78,2019-02-13 14:16:19,coffee
117,2019-02-13 14:29:41,coffee
145,2019-02-13 14:30:29,coffee
162,2019-02-13 14:30:55,coffee
43,2019-02-13 14:34:13,coffee
88,2019-02-13 14:42:59,coffee
160,2019-02-13 14:47:17,coffee
38,2019-02-13 14:47:49,coffee
167,2019-02-13 14:48:14,coffee
66,2019-02-13 14:51:19,coffee
54,2019-02-13 14:56:15,coffee
122,2019-02-13 14:59:58,coffee
7,2019-02-13 15:02:37,ice cream
112,2019-02-13 15:02:48,coffee
14,2019-02-13 15:06:36,soda
169,2019-02-13 15:12:57,coffee
107,2019-02-13 15:21:46,coffee
36,2019-02-13 15:27:30,soda
34,2019-02-13 15:30:36,soda
2,2019-02-13 15:31:18,coffee
152,2019-02-13 15:40:51,coffee
9,2019-02-13 15:47:12,soda
143,2019-02-13 16:05:22,coffee
121,2019-02-13 16:13:09,coffee
1,2019-02-13 16:18:23,ice cream
6,2019-02-13 16:28:44,hot chocolate
27,2019-02-13 16:28:47,coffee
7,2019-02-13 16:29:53,hot chocolate
179,2019-02-13 16:30:53,coffee
104,2019-02-13 16:35:26,coffee
144,2019-02-13 16:41:56,coffee
147,2019-02-13 16:53:43,coffee
0,2019-02-13 16:57:16,ice cream
2,2019-02-13 16:57:25,ice cream
106,2019-02-13 16:58:18,coffee
15,2019-02-13 17:02:43,soda
50,2019-02-13 17:21:41,coffee
27,2019-02-13 17:44:34,soda
1,2019-02-13 18:06:23,hot chocolate
118,2019-02-13 18:08:43,coffee
3,2019-02-13 18:31:27,soda
6,2019-02-13 18:31:50,soda
99,2019-02-13 18:48:15,coffee
9,2019-02-13 18:56:16,coffee
109,2019-02-14 08:02:31,coffee
163,2019-02-14 08:02:52,coffee
12,2019-02-14 08:06:23,soda
150,2019-02-14 08:08:26,coffee
124,2019-02-14 08:15:55,coffee
113,2019-02-14 08:16:04,coffee
56,2019-02-14 08:17:51,coffee
59,2019-02-14 08:19:46,coffee
53,2019-02-14 08:25:05,coffee
91,2019-02-14 08:25:39,coffee
86,2019-02-14 08:26:09,coffee
143,2019-02-14 08:28:28,coffee
23,2019-02-14 08:32:24,soda
26,2019-02-14 08:35:44,coffee
17,2019-02-14 08:44:48,coffee
24,2019-02-14 08:45:38,soda
134,2019-02-14 08:46:58,coffee
33,2019-02-14 08:49:59,soda
1,2019-02-14 08:53:28,ice cream
5,2019-02-14 08:58:40,ice cream
5,2019-02-14 09:01:01,coffee
178,2019-02-14 09:02:16,coffee
3,2019-02-14 09:03:35,coffee
14,2019-02-14 09:07:08,coffee
96,2019-02-14 09:16:56,coffee
42,2019-02-14 09:17:05,coffee
64,2019-02-14 09:18:39,coffee
162,2019-02-14 09:24:43,coffee
16,2019-02-14 09:25:11,coffee
40,2019-02-14 09:31:47,coffee
85,2019-02-14 09:35:36,coffee
78,2019-02-14 09:35:49,coffee
74,2019-02-14 09:35:50,coffee
94,2019-02-14 09:42:07,coffee
171,2019-02-14 09:45:06,coffee
137,2019-02-14 09:49:11,coffee
118,2019-02-14 09:49:17,coffee
176,2019-02-14 09:50:39,coffee
155,2019-02-14 09:51:54,coffee
164,2019-02-14 10:04:12,coffee
37,2019-02-14 10:08:53,coffee
57,2019-02-14 10:10:31,coffee
73,2019-02-14 10:11:11,coffee
47,2019-02-14 10:12:48,coffee
58,2019-02-14 10:15:20,coffee
165,2019-02-14 10:18:13,coffee
63,2019-02-14 10:18:23,coffee
89,2019-02-14 10:19:18,coffee
36,2019-02-14 10:24:44,coffee
31,2019-02-14 10:28:38,coffee
129,2019-02-14 10:32:04,coffee
52,2019-02-14 10:32:23,coffee
40,2019-02-14 10:33:02,soda
0,2019-02-14 10:36:58,hot chocolate
127,2019-02-14 10:40:04,coffee
48,2019-02-14 10:42:23,coffee
114,2019-02-14 10:45:25,coffee
29,2019-02-14 10:46:09,coffee
12,2019-02-14 10:52:41,coffee
11,2019-02-14 10:53:23,coffee
136,2019-02-14 10:53:41,coffee
133,2019-02-14 10:55:48,coffee
92,2019-02-14 10:58:09,coffee
84,2019-02-14 10:58:46,coffee
35,2019-02-14 10:59:15,coffee
161,2019-02-14 11:01:54,coffee
65,2019-02-14 11:02:58,coffee
0,2019-02-14 11:04:45,coffee
122,2019-02-14 11:06:27,coffee
10,2019-02-14 11:08:33,coffee
76,2019-02-14 11:08:36,coffee
25,2019-02-14 11:08:54,soda
39,2019-02-14 11:08:57,soda
157,2019-02-14 11:10:55,coffee
82,2019-02-14 11:12:02,coffee
173,2019-02-14 11:26:05,coffee
112,2019-02-14 11:26:12,coffee
5,2019-02-14 11:27:49,soda
116,2019-02-14 11:36:44,coffee
7,2019-02-14 11:38:22,coffee
144,2019-02-14 11:38:44,coffee
71,2019-02-14 11:43:38,coffee
4,2019-02-14 11:50:03,hot chocolate
3,2019-02-14 11:52:49,soda
132,2019-02-14 11:54:23,coffee
21,2019-02-14 11:58:08,coffee
18,2019-02-14 12:04:05,soda
27,2019-02-14 12:04:45,coffee
158,2019-02-14 12:06:26,coffee
102,2019-02-14 12:07:24,coffee
148,2019-02-14 12:13:16,coffee
125,2019-02-14 12:15:34,coffee
140,2019-02-14 12:15:53,coffee
25,2019-02-14 12:16:27,coffee
107,2019-02-14 12:16:44,coffee
120,2019-02-14 12:18:03,coffee
179,2019-02-14 12:22:32,coffee
2,2019-02-14 12:24:57,coffee
33,2019-02-14 12:31:50,coffee
13,2019-02-14 12:41:01,coffee
75,2019-02-14 12:47:44,coffee
180,2019-02-14 12:51:09,coffee
138,2019-02-14 12:56:59,coffee
41,2019-02-14 13:01:19,soda
46,2019-02-14 13:10:40,coffee
95,2019-02-14 13:14:13,coffee
108,2019-02-14 13:16:09,coffee
147,2019-02-14 13:18:21,coffee
88,2019-02-14 13:19:08,coffee
43,2019-02-14 13:21:01,soda
70,2019-02-14 13:22:31,coffee
160,2019-02-14 13:28:10,coffee
135,2019-02-14 13:35:46,coffee
34,2019-02-14 13:38:47,soda
77,2019-02-14 13:41:53,coffee
15,2019-02-14 13:47:14,coffee
7,2019-02-14 13:51:56,soda
151,2019-02-14 13:56:04,coffee
3,2019-02-14 13:59:57,ice cream
141,2019-02-14 14:06:09,coffee
31,2019-02-14 14:08:10,soda
14,2019-02-14 14:09:13,soda
0,2019-02-14 14:13:59,ice cream
6,2019-02-14 14:15:06,ice cream
104,2019-02-14 14:15:21,coffee
37,2019-02-14 14:20:45,soda
1,2019-02-14 14:21:18,coffee
169,2019-02-14 14:22:26,coffee
2,2019-02-14 14:25:51,soda
44,2019-02-14 14:29:57,coffee
7,2019-02-14 14:30:20,hot chocolate
115,2019-02-14 14:30:44,coffee
10,2019-02-14 14:32:09,hot chocolate
20,2019-02-14 14:33:26,coffee
79,2019-02-14 14:38:28,coffee
87,2019-02-14 14:42:11,coffee
51,2019-02-14 14:43:29,coffee
62,2019-02-14 15:01:34,coffee
111,2019-02-14 15:12:38,coffee
23,2019-02-14 15:20:54,coffee
4,2019-02-14 15:23:03,ice cream
98,2019-02-14 15:35:05,coffee
3,2019-02-14 15:46:50,hot chocolate
66,2019-02-14 15:50:17,coffee
6,2019-02-14 15:51:01,coffee
68,2019-02-14 15:57:25,coffee
12,2019-02-14 15:57:37,hot chocolate
6,2019-02-14 16:08:47,hot chocolate
27,2019-02-14 16:23:21,soda
2,2019-02-14 16:23:45,hot chocolate
38,2019-02-14 16:28:48,coffee
5,2019-02-14 16:39:36,hot chocolate
17,2019-02-14 16:42:11,soda
22,2019-02-14 16:42:13,coffee
9,2019-02-14 16:50:45,coffee
8,2019-02-14 16:57:28,hot chocolate
15,2019-02-14 17:00:27,soda
42,2019-02-14 17:06:22,soda
32,2019-02-14 17:07:08,soda
166,2019-02-14 17:09:57,coffee
130,2019-02-14 17:14:34,coffee
159,2019-02-14 17:20:23,coffee
99,2019-02-14 17:33:30,coffee
105,2019-02-14 17:59:49,coffee
11,2019-02-14 18:00:25,hot chocolate
2,2019-02-14 18:03:26,ice cream
1,2019-02-14 18:06:18,hot chocolate
9,2019-02-14 18:08:39,hot chocolate
174,2019-02-14 18:14:11,coffee
36,2019-02-15 08:07:22,coffee
5,2019-02-15 08:09:19,coffee
12,2019-02-15 08:09:54,coffee
123,2019-02-15 08:10:52,coffee
174,2019-02-15 08:11:55,coffee
11,2019-02-15 08:17:15,soda
10,2019-02-15 08:19:06,coffee
41,2019-02-15 08:21:48,soda
55,2019-02-15 08:25:46,coffee
10,2019-02-15 08:30:11,soda
61,2019-02-15 08:32:34,coffee
145,2019-02-15 08:38:13,coffee
11,2019-02-15 08:39:52,coffee
17,2019-02-15 08:42:02,coffee
164,2019-02-15 08:46:25,coffee
73,2019-02-15 08:47:00,coffee
44,2019-02-15 08:48:04,soda
168,2019-02-15 08:49:43,coffee
38,2019-02-15 08:50:48,coffee
135,2019-02-15 08:51:01,coffee
103,2019-02-15 08:51:12,coffee
111,2019-02-15 08:53:15,coffee
29,2019-02-15 08:56:01,coffee
152,2019-02-15 09:06:27,coffee
37,2019-02-15 09:08:11,soda
51,2019-02-15 09:18:06,coffee
48,2019-02-15 09:18:14,coffee
31,2019-02-15 09:18:15,soda
25,2019-02-15 09:20:23,coffee
40,2019-02-15 09:21:57,coffee
46,2019-02-15 09:22:09,coffee
33,2019-02-15 09:24:50,soda
1,2019-02-15 09:25:41,ice cream
0,2019-02-15 09:28:20,soda
3,2019-02-15 09:29:13,coffee
23,2019-02-15 09:36:35,coffee
89,2019-02-15 09:42:36,coffee
63,2019-02-15 09:48:30,coffee
62,2019-02-15 09:53:23,coffee
170,2019-02-15 09:55:38,coffee
8,2019-02-15 10:00:21,ice cream
35,2019-02-15 10:05:16,coffee
93,2019-02-15 10:05:35,coffee
82,2019-02-15 10:05:59,coffee
2,2019-02-15 10:06:22,ice cream
101,2019-02-15 10:11:23,coffee
14,2019-02-15 10:12:46,coffee
16,2019-02-15 10:14:47,soda
34,2019-02-15 10:19:42,soda
163,2019-02-15 10:20:58,coffee
141,2019-02-15 10:27:45,coffee
2,2019-02-15 10:32:12,coffee
31,2019-02-15 10:38:19,coffee
157,2019-02-15 10:38:57,coffee
41,2019-02-15 10:40:01,coffee
