,date,product,machine
3496,2020-11-23 22:15:47,nrj,C
3497,2020-11-23 22:34:02,coffee,C
3498,2020-11-23 22:34:46,soda,D
3499,2020-11-23 22:37:54,soda,D
3500,2020-11-23 22:54:38,soda,D
3501,2020-11-23 23:10:53,soda,B
3502,2020-11-23 23:19:23,soda,B
3503,2020-11-23 23:25:09,coffee,B
3504,2020-11-23 23:32:24,soda,C
3505,2020-11-23 23:36:38,nrj,C
3506,2020-11-23 23:41:22,nrj,C
3507,2020-11-23 23:41:56,coffee,B
3508,2020-11-23 23:42:19,soda,C
3509,2020-11-23 23:44:49,soda,B
3510,2020-11-24 00:08:46,soda,A
3511,2020-11-24 00:24:39,coffee,A
3512,2020-11-24 00:31:04,nrj,C
3513,2020-11-24 00:36:10,coffee,B
3514,2020-11-24 00:44:12,coffee,D
3515,2020-11-24 00:44:40,coffee,A
3516,2020-11-24 00:48:21,soda,C
3517,2020-11-24 00:51:56,soda,C
3518,2020-11-24 00:59:25,coffee,C
3519,2020-11-24 01:09:18,coffee,C
3520,2020-11-24 01:14:53,soda,A
3521,2020-11-24 01:41:46,coffee,C
3522,2020-11-24 01:53:59,coffee,A
3523,2020-11-24 01:54:19,coffee,C
3524,2020-11-24 05:10:46,coffee,B
3525,2020-11-24 05:12:44,coffee,D
3526,2020-11-24 05:12:50,coffee,D
3527,2020-11-24 05:13:44,coffee,A
3528,2020-11-24 05:20:03,coffee,A
3529,2020-11-24 05:20:19,coffee,D
3530,2020-11-24 05:21:01,coffee,A
3531,2020-11-24 05:24:50,coffee,C
3532,2020-11-24 05:26:32,coffee,D
3533,2020-11-24 05:29:15,coffee,A
3534,2020-11-24 05:32:12,coffee,D
3535,2020-11-24 05:33:22,coffee,A
3536,2020-11-24 05:34:01,coffee,D
3537,2020-11-24 05:35:15,coffee,A
3538,2020-11-24 05:36:01,coffee,A
3539,2020-11-24 05:38:51,coffee,D
3540,2020-11-24 05:45:56,coffee,B
3541,2020-11-24 05:47:59,coffee,D
3542,2020-11-24 05:52:39,coffee,D
3543,2020-11-24 05:53:32,coffee,B
3544,2020-11-24 05:54:11,coffee,D
3545,2020-11-24 05:56:39,coffee,B
3546,2020-11-24 06:01:43,coffee,D
3547,2020-11-24 06:04:37,coffee,D
3548,2020-11-24 06:08:06,coffee,C
3549,2020-11-24 06:17:11,coffee,B
3550,2020-11-24 06:20:33,coffee,A
3551,2020-11-24 06:23:44,coffee,B
3552,2020-11-24 06:23:46,coffee,B
3553,2020-11-24 06:25:13,coffee,B
3554,2020-11-24 06:27:45,coffee,B
3555,2020-11-24 06:28:51,coffee,A
3556,2020-11-24 06:34:56,coffee,D
3557,2020-11-24 06:37:20,coffee,A
3558,2020-11-24 06:39:15,coffee,C
3559,2020-11-24 06:41:09,coffee,B
3560,2020-11-24 06:41:43,coffee,A
3561,2020-11-24 06:42:04,coffee,C
3562,2020-11-24 06:44:41,coffee,A
3563,2020-11-24 06:46:42,coffee,D
3564,2020-11-24 06:50:26,coffee,C
3565,2020-11-24 06:51:26,coffee,A
3566,2020-11-24 06:52:51,coffee,B
3567,2020-11-24 06:53:26,coffee,C
3568,2020-11-24 06:56:11,coffee,C
3569,2020-11-24 06:58:55,coffee,C
3570,2020-11-24 07:00:51,coffee,B
3571,2020-11-24 07:13:26,soda,C
3572,2020-11-24 07:14:09,coffee,C
3573,2020-11-24 07:18:26,coffee,A
3574,2020-11-24 07:18:35,coffee,D
3575,2020-11-24 07:19:20,coffee,C
3576,2020-11-24 07:28:42,coffee,C
3577,2020-11-24 07:29:45,coffee,D
3578,2020-11-24 07:30:21,coffee,D
3579,2020-11-24 07:32:06,coffee,C
3580,2020-11-24 07:35:21,coffee,B
3581,2020-11-24 07:36:51,coffee,C
3582,2020-11-24 07:37:57,coffee,C
3583,2020-11-24 07:41:10,coffee,A
3584,2020-11-24 07:43:51,coffee,A
3585,2020-11-24 07:46:19,coffee,A
3586,2020-11-24 07:46:43,coffee,D
3587,2020-11-24 07:47:09,coffee,B
3588,2020-11-24 07:50:08,coffee,A
3589,2020-11-24 07:52:29,coffee,B
3590,2020-11-24 07:52:36,coffee,D
3591,2020-11-24 08:07:51,coffee,D
3592,2020-11-24 08:09:04,coffee,A
3593,2020-11-24 08:16:34,coffee,D
3594,2020-11-24 08:18:27,coffee,C
3595,2020-11-24 08:21:38,coffee,A
3596,2020-11-24 08:25:30,coffee,C
3597,2020-11-24 08:25:39,coffee,B
3598,2020-11-24 08:27:48,coffee,A
3599,2020-11-24 08:32:10,coffee,C
3600,2020-11-24 08:32:31,coffee,C
3601,2020-11-24 08:32:45,coffee,B
3602,2020-11-24 08:33:32,coffee,C
3603,2020-11-24 08:33:48,coffee,C
3604,2020-11-24 08:34:18,coffee,C
3605,2020-11-24 08:40:12,coffee,D
3606,2020-11-24 08:43:33,coffee,D
3607,2020-11-24 08:45:25,coffee,C
3608,2020-11-24 08:52:45,coffee,B
3609,2020-11-24 08:53:03,coffee,C
3610,2020-11-24 08:57:31,coffee,A
3611,2020-11-24 09:01:39,coffee,B
3612,2020-11-24 09:03:34,coffee,A
3613,2020-11-24 09:03:51,soda,C
3614,2020-11-24 09:06:11,coffee,D
3615,2020-11-24 09:12:30,coffee,C
3616,2020-11-24 09:15:24,coffee,A
3617,2020-11-24 09:16:41,coffee,A
3618,2020-11-24 09:17:38,coffee,C
3619,2020-11-24 09:19:51,coffee,C
3620,2020-11-24 09:23:58,coffee,D
3621,2020-11-24 09:24:52,coffee,A
3622,2020-11-24 09:25:10,coffee,B
3623,2020-11-24 09:26:37,coffee,A
3624,2020-11-24 09:29:01,soda,C
3625,2020-11-24 09:30:10,coffee,A
3626,2020-11-24 09:33:43,coffee,D
3627,2020-11-24 09:39:18,coffee,C
3628,2020-11-24 09:39:52,coffee,B
3629,2020-11-24 09:40:01,coffee,D
3630,2020-11-24 09:41:47,coffee,B
3631,2020-11-24 09:44:44,coffee,B
3632,2020-11-24 09:45:00,coffee,C
3633,2020-11-24 09:47:27,coffee,A
3634,2020-11-24 09:49:32,coffee,A
3635,2020-11-24 09:53:54,coffee,A
3636,2020-11-24 09:55:10,coffee,B
3637,2020-11-24 09:58:14,soda,C
3638,2020-11-24 09:58:43,coffee,B
3639,2020-11-24 10:07:22,coffee,A
3640,2020-11-24 10:08:02,coffee,D
3641,2020-11-24 10:10:28,coffee,D
3642,2020-11-24 10:12:28,coffee,D
3643,2020-11-24 10:13:41,coffee,C
3644,2020-11-24 10:13:50,coffee,A
3645,2020-11-24 10:15:39,coffee,C
3646,2020-11-24 10:19:29,coffee,D
3647,2020-11-24 10:20:08,coffee,A
3648,2020-11-24 10:21:26,coffee,C
3649,2020-11-24 10:21:50,coffee,B
3650,2020-11-24 10:21:54,coffee,A
3651,2020-11-24 10:22:39,coffee,C
3652,2020-11-24 10:24:10,coffee,D
3653,2020-11-24 10:27:42,coffee,A
3654,2020-11-24 10:30:30,coffee,C
3655,2020-11-24 10:30:59,coffee,C
3656,2020-11-24 10:32:24,coffee,A
3657,2020-11-24 10:35:39,coffee,B
3658,2020-11-24 10:36:44,coffee,A
3659,2020-11-24 10:39:18,coffee,D
3660,2020-11-24 10:43:56,coffee,D
3661,2020-11-24 10:47:08,coffee,C
3662,2020-11-24 10:47:26,coffee,C
3663,2020-11-24 10:47:31,coffee,D
3664,2020-11-24 10:49:26,coffee,B
3665,2020-11-24 10:50:18,coffee,A
3666,2020-11-24 10:50:59,coffee,D
3667,2020-11-24 10:51:46,coffee,D
3668,2020-11-24 10:54:05,coffee,A
3669,2020-11-24 10:58:11,coffee,A
3670,2020-11-24 10:59:20,coffee,C
3671,2020-11-24 11:00:01,coffee,B
3672,2020-11-24 11:00:11,coffee,B
3673,2020-11-24 11:00:18,coffee,A
3674,2020-11-24 11:00:49,coffee,A
3675,2020-11-24 11:02:09,coffee,A
3676,2020-11-24 11:03:12,coffee,D
3677,2020-11-24 11:03:15,coffee,A
3678,2020-11-24 11:03:16,soda,C
3679,2020-11-24 11:04:33,coffee,D
3680,2020-11-24 11:04:39,coffee,D
3681,2020-11-24 11:06:51,coffee,D
3682,2020-11-24 11:09:43,soda,A
3683,2020-11-24 11:10:29,coffee,A
3684,2020-11-24 11:10:43,coffee,D
3685,2020-11-24 11:14:33,coffee,A
3686,2020-11-24 11:16:33,coffee,B
3687,2020-11-24 11:17:58,coffee,C
3688,2020-11-24 11:19:59,coffee,A
3689,2020-11-24 11:22:37,coffee,D
3690,2020-11-24 11:24:55,coffee,B
3691,2020-11-24 11:30:46,coffee,C
3692,2020-11-24 11:33:50,coffee,D
3693,2020-11-24 11:39:36,coffee,D
3694,2020-11-24 11:39:37,soda,C
3695,2020-11-24 11:48:39,coffee,B
3696,2020-11-24 11:48:40,coffee,A
3697,2020-11-24 11:48:48,coffee,A
3698,2020-11-24 11:55:29,coffee,D
3699,2020-11-24 11:56:18,coffee,A
3700,2020-11-24 11:57:05,coffee,C
3701,2020-11-24 11:58:45,coffee,C
3702,2020-11-24 12:04:00,coffee,D
3703,2020-11-24 12:06:27,coffee,A
3704,2020-11-24 12:08:01,coffee,C
3705,2020-11-24 12:09:00,coffee,C
3706,2020-11-24 12:09:41,coffee,C
3707,2020-11-24 12:11:53,coffee,A
3708,2020-11-24 12:13:40,soda,A
3709,2020-11-24 12:16:45,nrj,C
3710,2020-11-24 12:16:49,coffee,D
3711,2020-11-24 12:17:11,soda,C
3712,2020-11-24 12:18:08,coffee,B
3713,2020-11-24 12:19:56,coffee,A
3714,2020-11-24 12:30:25,soda,C
3715,2020-11-24 12:34:05,coffee,A
3716,2020-11-24 12:40:42,coffee,B
3717,2020-11-24 12:42:32,coffee,B
3718,2020-11-24 12:49:26,coffee,D
3719,2020-11-24 12:51:12,coffee,D
3720,2020-11-24 12:52:25,coffee,C
3721,2020-11-24 12:59:07,coffee,C
3722,2020-11-24 12:59:57,soda,C
3723,2020-11-24 13:01:04,coffee,A
3724,2020-11-24 13:02:46,coffee,B
3725,2020-11-24 13:03:40,soda,C
3726,2020-11-24 13:06:51,coffee,B
3727,2020-11-24 13:09:29,coffee,C
3728,2020-11-24 13:12:34,coffee,A
3729,2020-11-24 13:12:47,coffee,A
3730,2020-11-24 13:19:00,coffee,C
3731,2020-11-24 13:22:45,coffee,C
3732,2020-11-24 13:32:01,soda,A
3733,2020-11-24 13:33:50,coffee,A
3734,2020-11-24 13:34:31,coffee,C
3735,2020-11-24 13:34:49,coffee,A
3736,2020-11-24 13:36:58,coffee,A
3737,2020-11-24 13:37:17,soda,A
3738,2020-11-24 13:41:09,coffee,C
3739,2020-11-24 13:47:02,coffee,B
3740,2020-11-24 13:48:16,coffee,C
3741,2020-11-24 13:50:49,soda,C
3742,2020-11-24 13:57:01,coffee,C
3743,2020-11-24 13:58:33,coffee,A
3744,2020-11-24 13:58:38,coffee,A
3745,2020-11-24 14:01:55,nrj,C
3746,2020-11-24 14:02:16,soda,A
3747,2020-11-24 14:02:51,coffee,A
3748,2020-11-24 14:08:23,coffee,C
3749,2020-11-24 14:09:24,coffee,D
3750,2020-11-24 14:15:56,coffee,C
3751,2020-11-24 14:20:59,coffee,A
3752,2020-11-24 14:23:43,coffee,A
3753,2020-11-24 14:25:15,coffee,A
3754,2020-11-24 14:34:10,coffee,D
3755,2020-11-24 14:35:10,coffee,C
3756,2020-11-24 14:39:12,coffee,C
3757,2020-11-24 14:45:02,coffee,C
3758,2020-11-24 14:45:35,coffee,D
3759,2020-11-24 14:45:56,coffee,C
3760,2020-11-24 14:50:54,coffee,B
3761,2020-11-24 14:51:24,coffee,D
3762,2020-11-24 14:54:42,coffee,C
3763,2020-11-24 15:03:36,coffee,B
3764,2020-11-24 15:03:44,coffee,A
3765,2020-11-24 15:09:21,coffee,D
3766,2020-11-24 15:10:58,coffee,C
3767,2020-11-24 15:22:43,coffee,C
3768,2020-11-24 15:23:39,soda,A
3769,2020-11-24 15:24:17,coffee,A
3770,2020-11-24 15:33:16,coffee,C
3771,2020-11-24 15:34:08,coffee,D
3772,2020-11-24 15:38:04,soda,A
3773,2020-11-24 15:38:42,coffee,D
3774,2020-11-24 15:42:51,coffee,C
3775,2020-11-24 15:48:38,coffee,B
3776,2020-11-24 15:51:49,coffee,B
3777,2020-11-24 16:01:07,coffee,A
3778,2020-11-24 16:01:09,coffee,C
3779,2020-11-24 16:09:12,coffee,B
3780,2020-11-24 16:13:06,coffee,D
3781,2020-11-24 16:15:56,coffee,A
3782,2020-11-24 16:24:09,coffee,A
3783,2020-11-24 16:28:14,soda,D
3784,2020-11-24 16:35:08,nrj,C
3785,2020-11-24 16:51:15,coffee,A
3786,2020-11-24 16:52:58,nrj,C
3787,2020-11-24 16:57:26,coffee,B
3788,2020-11-24 17:00:02,coffee,D
3789,2020-11-24 17:14:04,coffee,B
3790,2020-11-24 17:14:24,coffee,A
3791,2020-11-24 17:41:46,coffee,D
3792,2020-11-24 17:49:23,soda,C
3793,2020-11-24 17:52:00,coffee,B
3794,2020-11-24 18:16:16,coffee,A
3795,2020-11-24 18:18:26,coffee,C
3796,2020-11-24 18:24:11,soda,C
3797,2020-11-24 18:43:53,nrj,C
3798,2020-11-24 19:04:30,nrj,A
3799,2020-11-24 19:05:43,coffee,A
3800,2020-11-24 19:12:39,nrj,A
3801,2020-11-24 19:24:09,soda,C
3802,2020-11-24 19:31:05,nrj,C
3803,2020-11-24 19:43:42,soda,C
3804,2020-11-24 19:55:58,nrj,A
3805,2020-11-24 20:03:20,coffee,B
3806,2020-11-24 20:03:38,coffee,D
3807,2020-11-24 20:07:06,soda,A
3808,2020-11-24 20:30:21,nrj,C
3809,2020-11-24 20:48:40,nrj,A
3810,2020-11-24 21:02:26,coffee,B
3811,2020-11-24 21:20:13,nrj,A
3812,2020-11-24 21:31:04,soda,D
3813,2020-11-24 21:41:11,nrj,C
3814,2020-11-24 21:42:43,soda,A
3815,2020-11-24 21:43:51,nrj,A
3816,2020-11-24 22:18:00,nrj,A
3817,2020-11-24 22:19:15,coffee,A
3818,2020-11-24 23:10:13,soda,A
3819,2020-11-25 00:19:09,nrj,A
3820,2020-11-25 00:29:33,nrj,C
3821,2020-11-25 00:46:48,nrj,C
3822,2020-11-25 01:50:49,coffee,C
3823,2020-11-25 05:00:12,coffee,D
3824,2020-11-25 05:17:18,coffee,D
3825,2020-11-25 05:18:52,coffee,D
3826,2020-11-25 05:21:22,coffee,C
3827,2020-11-25 05:24:31,coffee,C
3828,2020-11-25 05:26:40,coffee,A
3829,2020-11-25 05:33:41,coffee,C
3830,2020-11-25 05:39:23,coffee,C
3831,2020-11-25 05:44:06,coffee,A
3832,2020-11-25 06:13:47,coffee,C
3833,2020-11-25 06:14:04,coffee,D
3834,2020-11-25 06:14:20,coffee,D
3835,2020-11-25 06:22:59,coffee,D
3836,2020-11-25 06:26:05,coffee,C
3837,2020-11-25 06:27:07,coffee,C
3838,2020-11-25 06:49:06,coffee,C
3839,2020-11-25 06:52:41,coffee,A
3840,2020-11-25 06:58:55,coffee,D
3841,2020-11-25 07:09:31,coffee,C
3842,2020-11-25 07:14:45,coffee,C
3843,2020-11-25 07:23:45,coffee,C
3844,2020-11-25 07:35:50,coffee,A
3845,2020-11-25 07:39:32,coffee,A
3846,2020-11-25 07:40:32,coffee,A
3847,2020-11-25 07:42:54,coffee,D
3848,2020-11-25 07:47:02,coffee,D
3849,2020-11-25 08:08:24,coffee,A
3850,2020-11-25 08:15:41,coffee,D
3851,2020-11-25 08:23:17,coffee,C
3852,2020-11-25 08:49:07,coffee,C
3853,2020-11-25 08:50:14,coffee,C
3854,2020-11-25 08:50:58,coffee,A
3855,2020-11-25 08:51:46,coffee,D
3856,2020-11-25 08:55:27,coffee,C
3857,2020-11-25 08:58:08,coffee,A
3858,2020-11-25 09:13:41,coffee,D
3859,2020-11-25 09:14:21,coffee,C
3860,2020-11-25 09:16:34,coffee,A
3861,2020-11-25 09:18:20,coffee,C
3862,2020-11-25 09:27:17,coffee,D
3863,2020-11-25 09:28:04,coffee,A
3864,2020-11-25 09:29:37,coffee,C
3865,2020-11-25 09:34:02,coffee,D
3866,2020-11-25 09:38:59,coffee,C
3867,2020-11-25 09:46:57,coffee,A
3868,2020-11-25 09:51:33,coffee,A
3869,2020-11-25 09:52:07,coffee,A
3870,2020-11-25 09:55:30,coffee,D
3871,2020-11-25 09:58:21,coffee,C
3872,2020-11-25 10:02:06,coffee,D
3873,2020-11-25 10:04:33,coffee,A
3874,2020-11-25 10:08:17,coffee,D
3875,2020-11-25 10:14:00,coffee,D
3876,2020-11-25 10:16:01,coffee,C
3877,2020-11-25 10:17:48,coffee,D
3878,2020-11-25 10:21:33,coffee,A
3879,2020-11-25 10:24:17,coffee,C
3880,2020-11-25 10:28:28,coffee,C
3881,2020-11-25 10:33:32,coffee,C
3882,2020-11-25 10:35:53,coffee,A
3883,2020-11-25 10:37:40,coffee,D
3884,2020-11-25 10:37:47,coffee,A
3885,2020-11-25 10:53:13,coffee,D
3886,2020-11-25 10:58:18,coffee,D
3887,2020-11-25 11:01:56,coffee,D
3888,2020-11-25 11:07:49,coffee,D
3889,2020-11-25 11:15:46,coffee,D
3890,2020-11-25 11:15:55,coffee,A
3891,2020-11-25 11:17:11,coffee,A
3892,2020-11-25 11:17:56,coffee,C
3893,2020-11-25 11:19:30,coffee,D
3894,2020-11-25 11:26:54,coffee,D
3895,2020-11-25 11:27:11,coffee,D
3896,2020-11-25 11:27:33,coffee,D
3897,2020-11-25 11:29:29,coffee,D
3898,2020-11-25 11:32:29,coffee,C
3899,2020-11-25 11:37:46,coffee,C
3900,2020-11-25 11:43:16,coffee,A
3901,2020-11-25 11:45:24,coffee,D
3902,2020-11-25 11:48:08,coffee,C
3903,2020-11-25 11:48:38,coffee,C
3904,2020-11-25 11:52:41,coffee,C
3905,2020-11-25 12:08:17,coffee,D
3906,2020-11-25 12:10:54,coffee,C
3907,2020-11-25 12:12:15,coffee,C
3908,2020-11-25 12:16:29,coffee,D
3909,2020-11-25 12:31:24,coffee,D
3910,2020-11-25 12:36:55,coffee,C
3911,2020-11-25 12:40:29,coffee,C
3912,2020-11-25 12:42:42,coffee,C
3913,2020-11-25 12:43:52,coffee,C
3914,2020-11-25 12:51:43,coffee,A
3915,2020-11-25 13:01:45,coffee,D
3916,2020-11-25 13:03:18,coffee,C
3917,2020-11-25 13:05:16,coffee,D
3918,2020-11-25 13:08:30,coffee,A
3919,2020-11-25 13:09:35,coffee,A
3920,2020-11-25 13:18:04,coffee,C
3921,2020-11-25 13:18:21,coffee,C
3922,2020-11-25 13:18:55,coffee,A
3923,2020-11-25 13:23:09,coffee,A
3924,2020-11-25 13:23:31,coffee,D
3925,2020-11-25 13:26:21,coffee,D
3926,2020-11-25 13:36:54,coffee,D
3927,2020-11-25 13:50:42,coffee,D
3928,2020-11-25 14:09:49,coffee,A
3929,2020-11-25 14:11:22,coffee,D
3930,2020-11-25 14:17:01,coffee,D
3931,2020-11-25 14:19:32,coffee,C
3932,2020-11-25 14:25:49,coffee,D
3933,2020-11-25 14:32:34,coffee,A
3934,2020-11-25 14:34:48,coffee,C
3935,2020-11-25 14:47:21,coffee,C
3936,2020-11-25 14:56:40,coffee,D
3937,2020-11-25 15:05:54,coffee,A
3938,2020-11-25 15:11:40,coffee,D
3939,2020-11-25 15:17:27,coffee,D
3940,2020-11-25 15:20:36,coffee,D
3941,2020-11-25 15:25:16,coffee,C
3942,2020-11-25 15:29:42,coffee,A
3943,2020-11-25 15:32:37,coffee,A
3944,2020-11-25 15:48:43,coffee,D
3945,2020-11-25 16:11:43,coffee,D
3946,2020-11-25 16:29:20,coffee,D
3947,2020-11-25 16:29:25,coffee,D
3948,2020-11-25 16:30:34,coffee,C
3949,2020-11-25 16:37:32,coffee,D
3950,2020-11-25 16:46:17,nrj,C
3951,2020-11-25 16:53:10,coffee,D
3952,2020-11-25 16:57:59,coffee,D
3953,2020-11-25 17:02:02,coffee,A
3954,2020-11-25 17:09:13,nrj,A
3955,2020-11-25 17:12:06,coffee,D
3956,2020-11-25 17:20:57,coffee,C
3957,2020-11-25 17:28:28,nrj,C
3958,2020-11-25 17:32:15,nrj,C
3959,2020-11-25 17:45:58,coffee,C
3960,2020-11-25 18:31:25,coffee,C
3961,2020-11-25 18:38:58,coffee,D
3962,2020-11-25 19:04:02,nrj,A
3963,2020-11-25 19:04:07,nrj,A
3964,2020-11-25 19:06:05,nrj,C
3965,2020-11-25 19:12:49,nrj,A
3966,2020-11-25 19:47:07,nrj,C
3967,2020-11-25 20:10:55,coffee,D
3968,2020-11-25 20:26:27,nrj,C
3969,2020-11-25 20:30:55,nrj,C
3970,2020-11-25 21:15:36,nrj,C
3971,2020-11-25 21:17:22,nrj,C
3972,2020-11-25 22:42:06,nrj,A
3973,2020-11-25 22:59:37,nrj,A
3974,2020-11-25 23:26:07,nrj,C
3975,2020-11-25 23:46:55,coffee,D
3976,2020-11-25 23:50:42,coffee,C
3977,2020-11-25 23:59:13,nrj,A
3978,2020-11-26 12:02:48,refill,A
3979,2020-11-26 12:08:48,coffee,A
3980,2020-11-26 12:21:00,coffee,A
3982,2020-11-26 12:32:26,soda,A
3983,2020-11-26 12:34:03,coffee,A
3984,2020-11-26 12:38:14,coffee,A
3985,2020-11-26 12:44:51,coffee,A
3987,2020-11-26 12:57:01,coffee,A
3988,2020-11-26 13:00:49,coffee,A
3989,2020-11-26 13:07:04,coffee,A
3990,2020-11-26 13:07:15,soda,B
3991,2020-11-26 13:17:26,refill,B
3992,2020-11-26 13:22:26,coffee,B
3993,2020-11-26 13:29:30,coffee,A
3994,2020-11-26 13:34:03,coffee,A
3995,2020-11-26 13:35:33,soda,A
3996,2020-11-26 13:37:15,coffee,A
3997,2020-11-26 13:43:02,coffee,B
3998,2020-11-26 13:44:47,soda,A
3999,2020-11-26 13:46:06,soda,B
4000,2020-11-26 13:48:03,coffee,B
4001,2020-11-26 13:54:29,refill,C
4002,2020-11-26 13:58:26,coffee,A
4003,2020-11-26 14:00:25,coffee,B
4004,2020-11-26 14:02:29,coffee,C
4005,2020-11-26 14:12:01,coffee,B
4006,2020-11-26 14:12:37,coffee,B
4007,2020-11-26 14:14:47,coffee,B
4008,2020-11-26 14:16:16,coffee,C
4009,2020-11-26 14:17:26,coffee,A
4010,2020-11-26 14:20:59,soda,A
4011,2020-11-26 14:22:06,coffee,A
4013,2020-11-26 14:40:56,coffee,A
4014,2020-11-26 14:42:05,soda,A
4015,2020-11-26 14:42:32,soda,B
4016,2020-11-26 14:44:11,nrj,A
4017,2020-11-26 14:47:21,coffee,B
4018,2020-11-26 14:49:58,coffee,A
4019,2020-11-26 14:57:13,coffee,B
4020,2020-11-26 14:57:48,coffee,A
4022,2020-11-26 15:08:54,nrj,B
4024,2020-11-26 15:11:51,soda,B
4025,2020-11-26 15:13:40,soda,D
4026,2020-11-26 15:16:36,coffee,C
4028,2020-11-26 15:18:41,coffee,B
4029,2020-11-26 15:26:33,nrj,D
4030,2020-11-26 15:27:04,nrj,B
4031,2020-11-26 15:27:38,refill,D
4032,2020-11-26 15:27:50,coffee,C
4033,2020-11-26 15:34:38,coffee,D
4034,2020-11-26 15:35:29,coffee,D
4035,2020-11-26 15:38:49,nrj,B
4036,2020-11-26 15:39:45,coffee,D
4037,2020-11-26 15:44:13,coffee,C
4038,2020-11-26 15:44:41,coffee,D
4039,2020-11-26 15:53:47,nrj,B
4040,2020-11-26 15:56:19,nrj,D
4041,2020-11-26 15:58:56,coffee,A
4042,2020-11-26 15:59:21,nrj,B
4043,2020-11-26 16:00:33,soda,B
4044,2020-11-26 16:00:59,coffee,B
4045,2020-11-26 16:02:13,coffee,A
4046,2020-11-26 16:04:20,coffee,A
4047,2020-11-26 16:06:36,coffee,C
4048,2020-11-26 16:12:16,coffee,B
4049,2020-11-26 16:15:16,coffee,A
4050,2020-11-26 16:16:26,soda,A
4051,2020-11-26 16:18:56,coffee,B
4052,2020-11-26 16:19:14,coffee,D
4053,2020-11-26 16:28:02,nrj,B
4054,2020-11-26 16:31:47,coffee,B
4055,2020-11-26 16:35:59,nrj,B
4056,2020-11-26 16:38:52,soda,B
4058,2020-11-26 16:51:16,soda,A
4059,2020-11-26 16:52:57,coffee,A
4060,2020-11-26 16:56:19,soda,C
4061,2020-11-26 16:59:43,soda,B
4062,2020-11-26 17:00:00,coffee,C
4063,2020-11-26 17:02:35,soda,A
4064,2020-11-26 17:07:15,nrj,D
4065,2020-11-26 17:13:53,nrj,B
4066,2020-11-26 17:14:53,soda,B
4067,2020-11-26 17:24:08,soda,D
4068,2020-11-26 17:31:04,nrj,A
4069,2020-11-26 17:35:51,nrj,A
4070,2020-11-26 17:45:55,nrj,B
4071,2020-11-26 17:48:48,coffee,D
4072,2020-11-26 17:51:07,soda,B
4073,2020-11-26 17:56:04,coffee,A
4074,2020-11-26 17:57:16,coffee,D
4075,2020-11-26 18:01:37,coffee,B
4076,2020-11-26 18:03:17,coffee,A
4077,2020-11-26 18:09:16,coffee,D
4078,2020-11-26 18:11:24,nrj,B
4079,2020-11-26 18:11:26,soda,B
4080,2020-11-26 18:11:30,coffee,D
4081,2020-11-26 18:13:32,coffee,B
4082,2020-11-26 18:17:21,soda,B
4083,2020-11-26 18:19:07,coffee,A
4084,2020-11-26 18:24:59,nrj,D
4085,2020-11-26 18:25:41,nrj,D
4086,2020-11-26 18:25:42,coffee,C
4087,2020-11-26 18:30:09,nrj,D
4088,2020-11-26 18:32:55,soda,A
4089,2020-11-26 18:35:58,coffee,C
4090,2020-11-26 18:40:37,soda,D
4091,2020-11-26 18:43:22,coffee,B
4092,2020-11-26 18:49:13,coffee,B
4093,2020-11-26 18:52:22,nrj,B
4094,2020-11-26 18:52:29,nrj,A
4095,2020-11-26 18:52:40,soda,A
4096,2020-11-26 18:55:50,nrj,B
4097,2020-11-26 19:03:02,soda,C
4098,2020-11-26 19:04:42,nrj,B
4099,2020-11-26 19:09:56,nrj,A
4100,2020-11-26 19:11:21,nrj,B
4101,2020-11-26 19:15:28,soda,A
4102,2020-11-26 19:24:52,coffee,B
4103,2020-11-26 19:29:40,nrj,D
4104,2020-11-26 19:33:33,nrj,A
4105,2020-11-26 19:43:23,nrj,B
4106,2020-11-26 19:44:25,soda,D
4107,2020-11-26 19:51:16,soda,C
4108,2020-11-26 19:54:00,nrj,B
4109,2020-11-26 19:58:31,nrj,D
4110,2020-11-26 20:00:51,soda,C
4111,2020-11-26 20:10:04,nrj,D
4112,2020-11-26 20:14:13,nrj,B
4113,2020-11-26 20:19:05,nrj,D
4114,2020-11-26 20:19:58,nrj,A
4115,2020-11-26 20:23:45,nrj,B
4116,2020-11-26 20:24:41,nrj,B
4117,2020-11-26 20:25:17,soda,C
4118,2020-11-26 20:30:19,nrj,B
4119,2020-11-26 20:31:41,nrj,B
4120,2020-11-26 20:38:11,nrj,B
4121,2020-11-26 20:41:16,nrj,D
4122,2020-11-26 20:41:30,soda,B
4123,2020-11-26 20:45:17,soda,D
4124,2020-11-26 20:55:59,nrj,B
4125,2020-11-26 20:56:58,soda,B
4126,2020-11-26 21:00:06,nrj,A
4127,2020-11-26 21:05:39,nrj,D
4128,2020-11-26 21:09:10,nrj,B
4129,2020-11-26 21:09:10,nrj,B
4130,2020-11-26 21:13:05,nrj,A
4131,2020-11-26 21:26:55,nrj,D
4132,2020-11-26 21:27:36,soda,D
4133,2020-11-26 21:28:40,nrj,B
4134,2020-11-26 21:34:40,soda,D
4135,2020-11-26 21:43:52,nrj,D
4136,2020-11-26 21:49:20,nrj,B
4137,2020-11-26 21:49:24,nrj,B
4138,2020-11-26 22:02:42,nrj,B
4140,2020-11-26 22:06:34,nrj,D
4141,2020-11-26 22:19:49,nrj,C
4142,2020-11-26 22:29:03,coffee,A
